title,type,release_year,age_certification,runtime,genres,production_countries,seasons,_id,imdb_score,imdb_votes
Effie Gray,MOVIE,2014,PG-13,85,"['drama', 'romance']",['GB'],null,5798,6,5482
Free Birds,MOVIE,2013,PG,91,"['comedy', 'family', 'scifi', 'animation']",['US'],null,21039,5.8,23917
The Short Game,MOVIE,2013,PG,100,"['documentation', 'sport']",['US'],null,66830,7.3,1518
PK,MOVIE,2014,PG-13,153,"['comedy', 'drama', 'romance', 'fantasy', 'scifi']",['IN'],null,38151,8.2,178012
Underdogs,MOVIE,2013,PG,106,"['romance', 'drama', 'documentation', 'sport', 'animation', 'family']","['AR', 'ES']",null,82260,6.5,9535
Jinxed,MOVIE,2013,G,70,"['fantasy', 'comedy', 'family']","['CA', 'US']",null,34844,6.4,1444
Mako Mermaids: An H2O Adventure,SHOW,2013,TV-G,25,"['scifi', 'action', 'comedy', 'drama', 'family', 'fantasy', 'romance']",['AU'],4,48214,6.7,3924
Swearnet: The Movie,MOVIE,2014,R,112,['comedy'],['CA'],null,80564,6.1,2652
Company of Heroes,MOVIE,2013,R,100,['drama'],['US'],null,,,
Chennai Express,MOVIE,2013,PG-13,141,"['romance', 'comedy', 'drama', 'action']",['IN'],null,12124,6.1,53293
Lalaloopsy,SHOW,2013,TV-Y,23,['animation'],['US'],3,27502,6.4,104
Senora Acero,SHOW,2014,TV-MA,43,"['crime', 'drama', 'romance']",['US'],5,4068,6.8,375
Pac-Man and the Ghostly Adventures,SHOW,2013,TV-Y7,22,"['action', 'animation', 'comedy', 'drama', 'family', 'fantasy', 'scifi']","['US', 'CA', 'JP']",3,92179,4.8,635
Zbrodnia,SHOW,2014,TV-MA,45,"['crime', 'action']",['PL'],2,73216,6.2,660
Black Ink Crew New York,SHOW,2013,TV-14,41,['reality'],['US'],9,38096,4.6,459
Nagi-Asu: A Lull in the Sea,SHOW,2013,TV-14,23,"['scifi', 'animation', 'drama', 'fantasy', 'romance']",['JP'],2,4236,7.3,1152
VeggieTales in the House,SHOW,2014,TV-G,18,"['comedy', 'family', 'music', 'animation']",['US'],4,92064,4.3,300
Haider,MOVIE,2014,PG-13,150,"['drama', 'action', 'crime', 'thriller']",['IN'],null,90572,8.1,54001
2 States,MOVIE,2014,PG,149,"['comedy', 'drama', 'romance']",['IN'],null,72678,6.9,25344
20 Minutes,SHOW,2013,TV-MA,45,"['action', 'drama', 'romance']",['TR'],1,44148,7.3,1681
A Fairly Odd Summer,MOVIE,2014,G,68,"['fantasy', 'animation', 'comedy', 'family']",['US'],null,49536,4,533
Dokidoki! PreCure,SHOW,2013,TV-G,23,"['action', 'animation', 'comedy', 'drama', 'fantasy', 'family']",['JP'],2,21212,6.3,188
Khoobsurat,MOVIE,2014,PG,130,"['comedy', 'romance']",['IN'],null,54418,6.5,8330
Monty Python: Live (Mostly),MOVIE,2014,R,138,"['comedy', 'documentation']",['GB'],null,72778,7.6,2598
Miniforce,SHOW,2014,TV-Y7,13,['animation'],['KR'],8,,,
Highway,MOVIE,2014,PG-13,133,"['drama', 'crime', 'romance']",['IN'],null,80794,7.6,28370
Queen,MOVIE,2014,PG-13,146,"['drama', 'comedy']",['IN'],null,22420,8.2,64805
Masha's Spooky Stories,SHOW,2014,TV-Y,5,"['animation', 'family']",['RU'],1,70676,6.1,65
LEGO Marvel Super Heroes: Maximum Overload,MOVIE,2013,PG,20,"['action', 'animation']",['US'],null,,,
All Hail King Julien,SHOW,2014,TV-Y7,23,"['action', 'comedy', 'family', 'fantasy', 'animation']",['US'],5,7022,7,2008
Some Assembly Required,SHOW,2014,TV-G,25,"['comedy', 'documentation', 'reality']",['CA'],4,60042,8.5,22
Incomplete Life,SHOW,2014,TV-14,73,"['drama', 'comedy']",['KR'],1,40730,8.6,1883
Mission Blue,MOVIE,2014,PG,94,"['documentation', 'drama']",['US'],null,4304,7.9,1950
ABCD,MOVIE,2013,PG-13,136,"['drama', 'music']",['IN'],null,21163,6.3,6898
City of God: 10 Years Later,MOVIE,2013,PG,69,['documentation'],['BR'],null,3686,6.4,1299
Bombay Talkies,MOVIE,2013,PG-13,127,['drama'],['IN'],null,97242,6.6,5372
Ragini MMS 2,MOVIE,2014,PG-13,120,['horror'],['IN'],null,9218,3.9,2870
Fukrey,MOVIE,2013,PG-13,137,"['romance', 'comedy', 'drama']",['IN'],null,6788,6.9,11656
Dedh Ishqiya,MOVIE,2014,R,152,"['drama', 'romance', 'thriller', 'comedy']",['IN'],null,75978,7,7179
Hasee Toh Phasee,MOVIE,2014,PG-13,141,"['comedy', 'romance']",['IN'],null,73910,6.8,14916
Sniper: Legacy,MOVIE,2014,R,94,"['thriller', 'european']",['US'],null,,,
Boss,MOVIE,2013,PG-13,143,"['action', 'comedy', 'crime', 'drama']",['IN'],null,63724,5.3,11059
"That Winter, the Wind Blows",SHOW,2013,TV-MA,63,['drama'],['KR'],1,6646,7.6,1803
Mary Kom,MOVIE,2014,PG-13,122,"['drama', 'sport', 'action']",['IN'],null,1638,6.9,10656
Dharmakshetra,SHOW,2014,TV-14,44,['drama'],['IN'],1,3712,8.2,247
Jim Jefferies: Bare,MOVIE,2014,R,76,['comedy'],['US'],null,58494,8,5407
Dabbe 5: Zehr-i Cin,MOVIE,2014,R,132,['horror'],['TR'],null,86722,6,3708
Humpty Sharma Ki Dulhania,MOVIE,2014,PG,133,"['drama', 'comedy', 'romance']",['IN'],null,78938,6,12757
The Butterfly's Dream,MOVIE,2013,PG-13,138,"['drama', 'history', 'romance']",['TR'],null,82532,7.8,21882
Jeff Dunham: All Over the Map,MOVIE,2014,PG-13,41,['comedy'],"['IL', 'NO', 'ZA', 'AE', 'GB', 'IS', 'IE']",null,9802,7.1,854
Against the Tide,SHOW,2014,TV-14,44,['drama'],['SG'],1,31682,7.6,11
Ghanchakkar,MOVIE,2013,PG,137,"['thriller', 'crime', 'comedy']",['IN'],null,46724,5.8,5019
Turbo FAST,SHOW,2013,TV-PG,19,"['animation', 'family', 'comedy', 'sport', 'scifi', 'action']",['US'],3,10520,6.5,593
Inkaar,MOVIE,2013,R,133,"['drama', 'romance', 'thriller']",['IN'],null,94854,6.2,2565
Sammy & Co,SHOW,2014,TV-PG,14,"['animation', 'european']",['US'],2,80128,5.6,30
Coming Soon,MOVIE,2014,PG,134,"['drama', 'comedy', 'romance']",['TR'],null,98408,7.5,33714
Refugiado,MOVIE,2014,R,95,"['drama', 'thriller', 'european']",['AR'],null,17390,6.4,365
Wedding Association,MOVIE,2013,PG-13,106,['comedy'],['XX'],null,26104,7.1,22186
Madras Cafe,MOVIE,2013,PG-13,130,"['thriller', 'action', 'drama']",['IN'],null,55648,7.7,24319
Deliha,MOVIE,2014,PG-13,107,"['comedy', 'family', 'romance']",['TR'],null,70892,4.5,4315
Ungli,MOVIE,2014,PG-13,114,"['comedy', 'drama', 'thriller', 'crime']",['IN'],null,92447,5.8,3888
Ghadi,MOVIE,2013,PG-13,100,"['drama', 'comedy', 'family']",['LB'],null,90580,7.3,1128
Oct-01,MOVIE,2014,PG-13,149,['thriller'],['NG'],null,6616,6.4,424
Satyagraha,MOVIE,2013,PG,152,"['drama', 'documentation']",['IN'],null,75802,5.9,5127
Raja Natwarlal,MOVIE,2014,PG,141,"['thriller', 'crime']",['IN'],null,83712,6.1,4280
Chhota Bheem in the Incan Adventure,MOVIE,2013,G,64,"['animation', 'fantasy']",['XX'],null,71600,7.4,31
What the Fish,MOVIE,2013,PG-13,98,"['drama', 'comedy']",['IN'],null,57416,5.2,210
Boss & Me,SHOW,2014,TV-PG,45,"['comedy', 'romance']",['CN'],1,86406,7.3,424
Anaamika,MOVIE,2014,PG,124,['thriller'],['IN'],null,39898,5.5,260
Mumbai Delhi Mumbai,MOVIE,2014,PG,120,"['comedy', 'romance']",['IN'],null,45666,5.7,354
Two Fathers,SHOW,2013,TV-14,44,"['comedy', 'drama']",['TW'],1,7142,8,54
World at Your Feet,SHOW,2014,TV-14,44,['drama'],['SG'],1,44590,,
Gollu Aur Pappu,MOVIE,2014,G,112,['comedy'],['IN'],null,19300,3.8,118
Mystic Whispers,SHOW,2014,TV-14,26,"['comedy', 'romance']",['SG'],1,34748,6.9,17
Chhota Bheem Aur Hanuman,MOVIE,2013,G,67,"['fantasy', 'animation']",['IN'],null,17854,7.1,33
Chhota Bheem and the ShiNobi Secret,MOVIE,2013,G,63,['animation'],['IN'],null,17830,8.6,6
Chhota Bheem Dus pe Dus,MOVIE,2014,G,62,['animation'],['XX'],null,17940,5.1,23
Better Call Saul,SHOW,2015,TV-MA,49,"['comedy', 'drama', 'crime']",['US'],6,32476,8.8,404920
The Last Kingdom,SHOW,2015,TV-MA,55,"['action', 'war', 'drama', 'history', 'european']",['GB'],5,79452,8.5,126473
Stranger Things,SHOW,2016,TV-14,52,"['scifi', 'drama', 'fantasy', 'horror', 'thriller']",['US'],5,75572,8.7,989090
Schitt's Creek,SHOW,2015,TV-14,22,['comedy'],['CA'],6,26078,8.5,112537
Alone,SHOW,2015,TV-MA,48,"['reality', 'documentation']",['US'],8,3766,8.4,4622
Grace and Frankie,SHOW,2015,TV-MA,30,"['comedy', 'drama']",['US'],7,9352,8.2,48435
The Good Place,SHOW,2016,TV-14,23,"['scifi', 'comedy', 'romance', 'drama', 'fantasy']",['US'],4,55642,8.2,148562
Ash vs Evil Dead,SHOW,2015,TV-MA,30,"['action', 'scifi', 'comedy', 'horror', 'fantasy', 'thriller']",['US'],3,89022,8.4,70087
One-Punch Man,SHOW,2015,TV-PG,24,"['action', 'fantasy', 'scifi', 'animation', 'comedy']",['JP'],2,8902,8.7,148386
Chicago Med,SHOW,2015,TV-14,41,['drama'],['US'],8,55480,7.6,24142
Queen of the South,SHOW,2016,TV-MA,42,"['drama', 'thriller', 'action', 'crime']",['US'],5,64899,7.9,28537
The Crown,SHOW,2016,TV-MA,56,"['drama', 'history', 'european']","['US', 'GB']",5,86824,8.7,190878
Call My Agent!,SHOW,2015,TV-MA,55,"['comedy', 'drama', 'european']",['FR'],4,77922,8.3,13331
Hunt for the Wilderpeople,MOVIE,2016,PG-13,101,"['comedy', 'drama', 'action']",['NZ'],null,98684,7.8,125720
Hell or High Water,MOVIE,2016,R,102,"['western', 'thriller', 'action', 'crime', 'drama']",['US'],null,82782,7.6,224900
Servant of the People,SHOW,2015,TV-MA,29,['comedy'],['UA'],3,35122,7.3,2706
Documentary Now!,SHOW,2015,TV-14,22,['comedy'],['US'],4,77934,8.1,6445
It Follows,MOVIE,2015,R,101,"['horror', 'thriller']",['US'],null,35888,6.8,233165
Forged in Fire,SHOW,2015,TV-PG,42,['reality'],['US'],9,80444,8.3,3538
Van Helsing,SHOW,2016,TV-14,42,"['scifi', 'fantasy', 'horror', 'action', 'drama']",['US'],5,97820,6.1,21852
Food Wars! Shokugeki no Soma,SHOW,2015,TV-MA,24,"['animation', 'comedy', 'drama', 'fantasy', 'thriller']",['JP'],5,17325,8.2,9651
Lucifer,SHOW,2016,TV-14,47,"['scifi', 'crime', 'drama', 'fantasy']",['US'],6,52886,8.1,308291
DC's Legends of Tomorrow,SHOW,2016,TV-14,42,"['scifi', 'action', 'drama']",['US'],7,32368,6.8,101178
Raw,MOVIE,2016,R,98,"['horror', 'drama', 'fantasy', 'european']","['BE', 'FR']",null,54522,7,72460
Kung Fu Panda 3,MOVIE,2016,PG,95,"['comedy', 'animation', 'action', 'family', 'fantasy', 'drama']","['US', 'CN']",null,67968,7.1,152791
Ouija: Origin of Evil,MOVIE,2016,PG-13,99,"['thriller', 'horror', 'drama']",['US'],null,61050,5.3,6
The Magicians,SHOW,2015,TV-14,44,"['drama', 'scifi', 'fantasy']",['US'],5,54242,7.6,49557
Nocturnal Animals,MOVIE,2016,R,115,"['drama', 'thriller']",['US'],null,51306,7.5,264884
The Gift,MOVIE,2015,R,108,"['thriller', 'drama', 'documentation']","['AU', 'US']",null,78092,7.1,151679
The OA,SHOW,2016,TV-MA,55,"['scifi', 'drama', 'fantasy']",['US'],2,35282,7.9,100911
Kim's Convenience,SHOW,2016,TV-14,22,['comedy'],['CA'],5,12064,8.3,16970
Sense8,SHOW,2015,TV-MA,62,"['scifi', 'thriller', 'drama']",['US'],2,31438,8.2,151518
War Dogs,MOVIE,2016,R,114,"['crime', 'drama', 'comedy', 'war']",['US'],null,5151,7.1,208185
Blackhat,MOVIE,2015,R,133,"['thriller', 'action', 'crime']",['US'],null,17822,5.4,58192
Crashing,SHOW,2016,TV-MA,30,"['comedy', 'european']",['GB'],1,95524,7.7,18546
Norsemen,SHOW,2016,TV-MA,30,"['comedy', 'drama']",['NO'],3,5354,7.7,18040
The Hateful Eight,MOVIE,2015,R,188,"['western', 'crime', 'drama', 'thriller']",['US'],null,60252,7.8,570138
Crimson Peak,MOVIE,2015,R,119,"['thriller', 'drama', 'horror', 'romance', 'fantasy']",['US'],null,54274,6.5,143899
Bloodline,SHOW,2015,TV-MA,57,"['drama', 'thriller']",['US'],3,19432,7.9,50028
Slasher,SHOW,2016,TV-MA,46,"['drama', 'horror', 'thriller', 'crime']",['CA'],4,976072,6.7,14071
Tangerine,MOVIE,2015,R,87,"['comedy', 'drama', 'crime']",['US'],null,24458,7.1,31385
Travelers,SHOW,2016,TV-MA,45,"['scifi', 'drama', 'thriller', 'crime']",['CA'],3,51844,8,54566
Legend,MOVIE,2015,R,132,"['thriller', 'crime', 'drama', 'european']","['US', 'FR', 'GB']",null,69230,6.9,175273
Narcos,SHOW,2015,TV-MA,52,"['drama', 'thriller', 'crime']",['US'],3,7408,8.8,404486
Miraculous: Tales of Ladybug & Cat Noir,SHOW,2015,TV-Y7,22,"['family', 'fantasy', 'romance', 'animation', 'action']",['FR'],4,80046,7.7,10102
Designated Survivor,SHOW,2016,TV-PG,44,"['war', 'action', 'drama', 'thriller']",['US'],3,96406,7.5,88019
Leah Remini: Scientology and the Aftermath,SHOW,2016,TV-14,46,"['documentation', 'history']",['US'],3,44192,9,5761
Into the Badlands,SHOW,2015,TV-14,43,"['action', 'drama']",['US'],3,65236,7.9,45628
iZombie,SHOW,2015,TV-14,42,"['scifi', 'comedy', 'crime', 'drama', 'horror']",['US'],5,1584,7.8,66488
Wynonna Earp,SHOW,2016,TV-14,43,"['action', 'scifi', 'western', 'drama', 'fantasy', 'thriller']","['US', 'CA']",4,78326,7.3,22256
"Hail, Caesar!",MOVIE,2016,PG-13,106,"['drama', 'comedy', 'music']",['US'],null,75290,6.3,132821
Dark Matter,SHOW,2015,TV-14,43,"['scifi', 'drama', 'thriller', 'action']",['CA'],3,16070,7.5,41867
Scream: The TV Series,SHOW,2015,TV-14,43,"['crime', 'horror', 'thriller', 'comedy', 'drama']",['US'],3,21180,7.1,40082
Versailles,SHOW,2015,TV-MA,54,"['drama', 'history', 'romance', 'war', 'documentation', 'comedy', 'european']","['CA', 'FR']",3,30558,7.9,16273
The Edge of Seventeen,MOVIE,2016,R,104,"['comedy', 'drama']",['US'],null,78870,7.3,120488
60 Days In,SHOW,2016,TV-14,46,['reality'],['US'],6,112398,7.6,2616
Steve Jobs,MOVIE,2015,R,122,['drama'],"['GB', 'US']",null,65344,7.2,166288
Supergirl,SHOW,2015,TV-14,42,"['scifi', 'drama', 'action']",['US'],6,16454,6.2,121939
Crazy Ex-Girlfriend,SHOW,2015,TV-14,42,['comedy'],['US'],4,94300,7.8,19738
A Silent Voice: The Movie,MOVIE,2016,PG-13,130,"['romance', 'animation', 'drama', 'family']",['JP'],null,23662,8.1,75132
Medici: Masters of Florence,SHOW,2016,TV-14,54,"['war', 'drama', 'history', 'romance', 'thriller', 'european']","['GB', 'IT']",3,57130,7.9,18575
PJ Masks,SHOW,2015,TV-G,15,"['animation', 'family', 'fantasy', 'scifi', 'action', 'european']",['GB'],5,48744,5.4,1214
Marcella,SHOW,2016,TV-MA,45,"['crime', 'drama', 'european']",['GB'],3,69594,7.4,30373
London Has Fallen,MOVIE,2016,R,99,"['thriller', 'crime', 'drama', 'action']","['BG', 'GB', 'US']",null,542,5.9,155997
Mr. Right,MOVIE,2016,R,95,"['comedy', 'romance', 'action']",['US'],null,91935,6.3,55118
Bordertown,SHOW,2016,TV-MA,59,"['drama', 'crime', 'european']",['FI'],3,37942,7.6,10371
Fauda,SHOW,2015,TV-MA,40,"['war', 'thriller', 'action', 'drama']",['IL'],3,65380,8.3,25239
Chappie,MOVIE,2015,R,120,"['scifi', 'drama', 'thriller', 'action', 'crime']","['MX', 'ZA', 'US']",null,23672,6.8,247192
Christine,MOVIE,2016,R,115,['drama'],['US'],null,66726,6.9,14977
El marginal,SHOW,2016,TV-MA,54,"['crime', 'drama', 'action', 'thriller']",['AR'],5,20976,8.2,3799
Frontier,SHOW,2016,TV-MA,46,"['action', 'drama', 'history']",['CA'],3,86698,7.1,20706
Bāhubali: The Beginning,MOVIE,2015,PG-13,159,"['drama', 'action', 'fantasy']",['IN'],null,31186,8,117333
The Cuba Libre Story,SHOW,2015,TV-14,45,"['documentation', 'history', 'european']",['DE'],2,19838,7.6,1583
Hush,MOVIE,2016,R,82,"['horror', 'thriller']",['US'],null,22702,6.6,123667
ERASED,SHOW,2016,TV-14,22,"['drama', 'animation', 'fantasy', 'scifi', 'thriller']",['JP'],1,49462,8.5,42699
Flowers,SHOW,2016,TV-14,25,"['drama', 'comedy', 'european']",['GB'],2,19658,8.1,5468
The Conjuring 2,MOVIE,2016,R,134,"['thriller', 'horror', 'drama']",['US'],null,65204,7.3,260693
Love,SHOW,2016,TV-MA,32,"['drama', 'comedy', 'romance']",['US'],3,61080,7.7,41362
Gantz:O,MOVIE,2016,NC-17,95,"['animation', 'scifi', 'action', 'drama', 'fantasy', 'thriller', 'horror']",['JP'],null,23962,7.1,14501
Unfriended,MOVIE,2015,R,82,"['thriller', 'horror', 'drama']",['US'],null,1018,5.5,73854
Good Witch,SHOW,2015,TV-G,43,"['scifi', 'comedy', 'drama', 'fantasy']",['US'],7,6732,7.2,10392
The Ranch,SHOW,2016,TV-MA,30,"['comedy', 'drama', 'western']",['US'],5,98212,7.4,37890
In a Valley of Violence,MOVIE,2016,R,104,"['thriller', 'western', 'drama', 'crime', 'action']",['US'],null,8930,6,18452
Wet Hot American Summer: First Day of Camp,SHOW,2015,TV-MA,30,['comedy'],['US'],2,41672,7.4,23674
Shooter,SHOW,2016,TV-14,41,"['war', 'drama', 'action']",['US'],3,81172,7.5,35547
"Hello, My Name Is Doris",MOVIE,2015,R,95,"['romance', 'comedy', 'drama']",['US'],null,66394,6.6,20377
Hap and Leonard,SHOW,2016,TV-MA,42,"['action', 'drama', 'crime', 'thriller']",['US'],3,29898,7.6,7577
Glitch,SHOW,2015,TV-MA,52,"['scifi', 'drama', 'horror', 'thriller']",['AU'],3,92782,7.3,17240
Occupied,SHOW,2015,TV-MA,45,"['war', 'thriller', 'drama']",['NO'],3,92998,7.7,8839
A Monster Calls,MOVIE,2016,PG-13,108,"['fantasy', 'drama', 'thriller', 'animation', 'family', 'european']","['ES', 'US', 'GB']",null,16532,7.5,86614
Master of None,SHOW,2015,TV-MA,32,"['drama', 'comedy']",['US'],3,35276,8.3,72341
Unbreakable Kimmy Schmidt,SHOW,2015,TV-14,30,"['comedy', 'drama']",['US'],4,39966,7.6,70242
Under the Shadow,MOVIE,2016,PG-13,84,"['thriller', 'horror', 'war', 'drama', 'fantasy']","['GB', 'IR', 'JO', 'QA']",null,73292,6.8,27125
Secret City,SHOW,2016,TV-MA,50,"['war', 'thriller']",['AU'],3,76512,7.4,7831
Loving,MOVIE,2016,PG-13,123,"['drama', 'romance']","['GB', 'US']",null,69986,7,34139
Fuller House,SHOW,2016,TV-Y7,27,"['comedy', 'family']",['US'],5,86586,6.7,27148
Easy,SHOW,2016,TV-MA,30,"['drama', 'comedy']",['US'],3,62056,6.9,13569
3%,SHOW,2016,TV-MA,45,"['scifi', 'action', 'drama', 'thriller']",['BR'],4,22804,7.3,25077
Making a Murderer,SHOW,2015,TV-14,62,"['crime', 'documentation']",['US'],2,89670,8.6,93456
The Danish Girl,MOVIE,2015,R,119,"['drama', 'romance', 'european']","['DE', 'GB', 'US', 'BE', 'DK']",null,10819,7.1,180805
He Never Died,MOVIE,2015,R,99,"['horror', 'fantasy', 'drama', 'thriller', 'comedy']","['CA', 'US']",null,23012,6.4,19936
Home,MOVIE,2015,PG,95,"['fantasy', 'scifi', 'comedy', 'family', 'animation']",['US'],null,24026,6.6,100705
BUNK'D,SHOW,2015,TV-G,24,"['comedy', 'family', 'drama']",['US'],5,91680,5.3,3174
Quantico,SHOW,2015,TV-14,43,"['drama', 'thriller', 'crime']",['US'],3,28122,6.6,60305
Before I Wake,MOVIE,2016,PG-13,97,"['drama', 'fantasy', 'horror', 'thriller']",['US'],null,76922,6.2,45243
F is for Family,SHOW,2015,TV-MA,28,"['comedy', 'animation', 'drama']",['US'],5,26894,8,36050
The Fundamentals of Caring,MOVIE,2016,R,97,"['drama', 'comedy']",['US'],null,52386,7.3,70542
Locked Up,SHOW,2015,TV-MA,50,"['drama', 'thriller', 'action', 'comedy', 'european']",['ES'],4,24056,8.2,21388
Batman: The Killing Joke,MOVIE,2016,R,72,"['drama', 'crime', 'thriller', 'animation', 'action']",['US'],null,53102,6.4,55806
Cop Car,MOVIE,2015,R,86,"['thriller', 'crime']",['US'],null,9984,6.3,32547
Bastille Day,MOVIE,2016,R,92,"['action', 'drama', 'thriller', 'crime']","['US', 'FR', 'LU', 'GB']",null,49162,6.3,42763
Sinister 2,MOVIE,2015,R,97,"['horror', 'thriller']","['GB', 'US', 'CA']",null,52772,5.3,53733
Zoo,SHOW,2015,TV-14,43,"['drama', 'thriller', 'scifi']",['US'],3,50026,6.6,24479
American Ultra,MOVIE,2015,R,96,"['comedy', 'action', 'scifi']","['US', 'CH']",null,16948,6.1,89912
Ajin,SHOW,2016,TV-MA,24,"['action', 'animation', 'drama', 'fantasy', 'thriller', 'horror', 'scifi']",['JP'],2,37534,7.6,6121
Spectral,MOVIE,2016,PG-13,109,"['scifi', 'action', 'thriller']",['US'],null,6651,6.3,58407
Frequency,SHOW,2016,TV-14,18,"['scifi', 'fantasy', 'thriller', 'drama']",['US'],3,31470,7.5,13625
"Crouching Tiger, Hidden Dragon: Sword of Destiny",MOVIE,2016,PG-13,103,"['drama', 'fantasy', 'action']",['CN'],null,52118,6.1,19275
Wanted,SHOW,2016,TV-14,45,"['drama', 'action', 'crime']",['AU'],3,93358,7.6,5693
Aquarius,SHOW,2015,TV-14,43,"['drama', 'crime', 'thriller', 'european']",['US'],2,44218,7.1,12112
Roman Empire,SHOW,2016,TV-14,48,"['drama', 'history', 'war', 'documentation']",['US'],3,33538,7,7539
The Bye Bye Man,MOVIE,2016,PG-13,96,"['thriller', 'fantasy', 'horror', 'drama']",['US'],null,32232,4.3,23588
Degrassi: Next Class,SHOW,2016,TV-PG,24,"['drama', 'romance']",['CA'],6,947610,6.8,3205
Beasts of No Nation,MOVIE,2015,R,137,"['war', 'drama']","['US', 'GH']",null,65050,7.7,80129
The Disastrous Life of Saiki K.,SHOW,2016,TV-14,10,"['scifi', 'comedy', 'animation', 'fantasy']",['JP'],3,54518,8.4,6649
Mobile Suit Gundam: Iron-Blooded Orphans,SHOW,2015,TV-MA,24,"['scifi', 'war', 'action', 'drama', 'animation']",['JP'],2,44382,7.9,1623
Self/less,MOVIE,2015,PG-13,116,"['scifi', 'thriller', 'action', 'drama']",['US'],null,57712,6.5,98127
Collateral Beauty,MOVIE,2016,PG-13,97,"['drama', 'romance']",['US'],null,82786,6.7,99053
Chef's Table,SHOW,2015,TV-MA,50,['documentation'],['US'],7,95140,8.5,15176
Trollhunters: Tales of Arcadia,SHOW,2016,TV-Y7,22,"['action', 'scifi', 'fantasy', 'animation', 'comedy', 'drama', 'family']",['US'],3,34135,8.4,16509
March Comes in Like a Lion,SHOW,2016,TV-PG,25,"['drama', 'animation', 'comedy', 'romance']",['JP'],2,74794,8.4,2586
The Forest,MOVIE,2016,R,95,"['thriller', 'scifi', 'drama', 'fantasy', 'horror']",['US'],null,87542,4.8,42148
Demonic,MOVIE,2015,R,83,"['thriller', 'horror']","['GB', 'US']",null,41642,5.3,14882
God Eater,SHOW,2015,TV-14,23,"['scifi', 'animation', 'action']",['JP'],1,40222,7,1911
Hyena Road,MOVIE,2015,R,120,"['thriller', 'action', 'drama', 'war']",['CA'],null,34452,6.5,7665
Gilmore Girls: A Year in the Life,SHOW,2016,TV-14,92,"['comedy', 'drama']",['US'],1,35008,7.6,36359
Ip Man 3,MOVIE,2015,PG-13,105,"['drama', 'action', 'history']","['HK', 'CN']",null,88046,7,54128
Rebellion,SHOW,2016,TV-14,51,"['war', 'drama', 'history', 'european']","['GB', 'IE']",2,99982,7.1,3658
The Windsors,SHOW,2016,TV-MA,27,['comedy'],['GB'],3,92740,7.1,2648
Hip Hop Evolution,SHOW,2016,TV-MA,48,"['documentation', 'music']",['CA'],4,19696,8.4,5772
The Get Down,SHOW,2016,TV-MA,62,"['drama', 'music']",['US'],2,92410,8.2,22304
ARQ,MOVIE,2016,R,88,"['scifi', 'thriller', 'action']",['US'],null,40450,6.3,38463
Dragons: Race to the Edge,SHOW,2015,TV-Y7,22,"['animation', 'action', 'scifi', 'family', 'comedy', 'drama', 'fantasy']",['US'],6,16058,8.2,6161
Ratchet & Clank,MOVIE,2016,PG,94,"['action', 'animation', 'comedy', 'family', 'scifi', 'fantasy']","['US', 'CA']",null,70834,5.5,10764
Dangal,MOVIE,2016,PG,161,"['action', 'drama', 'sport']",['IN'],null,74352,8.4,180247
Pee-wee's Big Holiday,MOVIE,2016,PG,90,"['comedy', 'family']",['US'],null,37156,6.1,7985
Flaked,SHOW,2016,TV-MA,32,"['drama', 'romance', 'comedy']",['US'],2,73548,7.2,11264
A Very Secret Service,SHOW,2015,TV-MA,27,"['comedy', 'european']",['FR'],2,67560,7.7,3461
Voltron: Legendary Defender,SHOW,2016,TV-Y7,24,"['action', 'scifi', 'animation', 'comedy', 'drama', 'family', 'fantasy']",['US'],8,80664,8.1,8706
Transformers: Robots In Disguise,SHOW,2015,TV-Y7,21,"['scifi', 'animation', 'action', 'comedy']",['US'],5,4232,6,1048
The Young Messiah,MOVIE,2016,PG-13,120,"['drama', 'fantasy']",['US'],null,2563,5.6,3542
Lady Dynamite,SHOW,2016,TV-MA,30,"['comedy', 'drama']",['US'],2,89300,7.3,3655
No Tomorrow,SHOW,2016,TV-14,47,"['comedy', 'drama', 'romance', 'thriller']",['US'],1,27428,7.3,5101
